#separator:Tab
#html:true
#columns:ID	Front	Back	Explanation	Tags
#tags column:5
"clf-c02-2026-09-01-043"	"How is an interface VPC endpoint implemented?"	"With endpoint network interfaces that have private IP addresses in selected subnets, powered by AWS PrivateLink."	"Security groups can control access to the endpoint interfaces, and endpoint charges normally apply.<br><strong>Example:</strong> A private application reaches Secrets Manager through private endpoint IP addresses protected by a security group."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Private_connectivity topic::Interface_endpoints"
"clf-c02-2026-09-01-044"	"Which services support gateway VPC endpoints?"	"Amazon S3 and Amazon DynamoDB."	"Gateway endpoints add routes to selected route tables and do not use AWS PrivateLink.<br><strong>Example:</strong> A VPC can add route-table-based gateway endpoints for S3 and DynamoDB; other services generally use interface endpoints."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Private_connectivity topic::Gateway_endpoints"
"clf-c02-2026-09-01-045"	"How do interface and gateway VPC endpoints differ?"	"Interface endpoints use PrivateLink ENIs with private IPs; gateway endpoints add route-table entries and support S3 and DynamoDB."	"The endpoint types differ in implementation, supported services, security integration, and pricing.<br><strong>Example:</strong> Private S3 traffic can use a gateway endpoint route, while private Secrets Manager traffic can use an interface endpoint ENI."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::comparison topic::Private_connectivity topic::VPC_endpoints"
"clf-c02-2026-09-01-046"	"Private EC2 instances need same-Region S3 access without NAT and without an endpoint-hour charge. Which endpoint is the usual choice?"	"An S3 gateway VPC endpoint. It provides private S3 access through route-table entries without an hourly endpoint charge."	"Gateway endpoints add S3 routes and have no additional endpoint charge.<br><strong>Example:</strong> Private instances reach S3 through a route-table entry without using a NAT gateway."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Private_connectivity topic::Amazon_S3"
"clf-c02-2026-09-01-047"	"A private subnet must access a supported AWS service through private IP addresses and control access with a security group. Which endpoint type fits?"	"An interface VPC endpoint. It creates private-IP network interfaces that can be protected with security groups."	"Interface endpoints create ENIs in selected subnets and can have security groups.<br><strong>Example:</strong> A private application reaches Secrets Manager through an interface endpoint’s private IPs and restricts access with its security group."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Private_connectivity topic::Interface_endpoints"
"clf-c02-2026-09-01-048"	"Which statement is correct?"	"A DynamoDB gateway endpoint uses route-table entries and does not use AWS PrivateLink."	"Interface endpoints use PrivateLink; S3 and DynamoDB gateway endpoints use a different route-table implementation.<br><strong>Example:</strong> A DynamoDB gateway endpoint adds service routes to selected route tables instead of creating PrivateLink network interfaces."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::single-choice topic::Private_connectivity topic::VPC_endpoints"
"clf-c02-2026-09-01-049"	"Which EC2 category balances compute, memory, and networking for diverse workloads?"	"General purpose instances, with families such as T and M."	"Use workload characteristics rather than treating family letters as official acronym expansions.<br><strong>Example:</strong> A general-purpose M family instance fits a web application that needs a balanced mix of CPU, memory, and networking."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::EC2 topic::Instance_categories"
"clf-c02-2026-09-01-050"	"A batch-processing workload is CPU intensive. Which EC2 category should be evaluated?"	"Compute optimized instances, such as C families."	"These instances provide a higher ratio of compute resources for CPU-bound work.<br><strong>Example:</strong> A CPU-heavy media-encoding job uses a C family instance."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::EC2 topic::Compute_optimized"
"clf-c02-2026-09-01-051"	"An in-memory database needs very large RAM capacity. Which EC2 category fits?"	"Memory optimized instances, such as R or X families."	"The workload is constrained primarily by memory rather than CPU or local disk.<br><strong>Example:</strong> A large in-memory database uses an R family instance because RAM is the main constraint."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::EC2 topic::Memory_optimized"
"clf-c02-2026-09-01-052"	"A machine-learning training workload needs GPUs. Which EC2 category fits?"	"Accelerated computing instances, such as P or G families."	"Hardware accelerators handle specialized operations more efficiently than general-purpose CPUs.<br><strong>Example:</strong> A machine-learning training job uses GPU-backed P family instances to accelerate matrix calculations."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::EC2 topic::Accelerated_computing"
"clf-c02-2026-09-01-053"	"A workload needs very high local NVMe IOPS. Which EC2 category should be evaluated?"	"Storage optimized instances, such as I families."	"These instances are designed for workloads whose performance depends on local storage throughput or IOPS.<br><strong>Example:</strong> A high-IOPS local database evaluates an I family instance with NVMe instance storage."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::EC2 topic::Storage_optimized"
"clf-c02-2026-09-01-054"	"Contrast Shared tenancy, Dedicated Instances, and Dedicated Hosts."	"Shared is multi-account hardware by default; Dedicated Instances use single-account hardware without host control; Dedicated Hosts give one customer an entire physical server with host visibility and placement control."	"Tenancy describes how physical infrastructure is allocated.<br><strong>Example:</strong> A normal server uses shared tenancy, a compliance workload may use Dedicated Instances, and a socket-bound license uses a Dedicated Host."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::comparison topic::EC2 topic::Tenancy"
"clf-c02-2026-09-01-055"	"A license is bound to physical sockets and cores and requires host-level auditing. Which EC2 tenancy option is the best fit?"	"A Dedicated Host. It exposes the physical host, sockets, and cores needed for server-bound licensing."	"Dedicated Hosts expose host identity, sockets, and cores and support targeted placement for server-bound licensing scenarios.<br><strong>Example:</strong> A database license tied to physical sockets runs on a Dedicated Host so the company can audit cores and host placement."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::EC2 topic::BYOL"
"clf-c02-2026-09-01-056"	"How does EC2 tenancy differ from EC2 purchasing models?"	"Tenancy describes physical hardware sharing or dedication; purchasing models describe price, interruption, or commitment."	"Dedicated Host and Dedicated Instance answer an isolation question, while On-Demand, Spot, Reserved Instances, and Savings Plans answer cost-model questions.<br><strong>Example:</strong> A server can use dedicated tenancy for isolation while also using an On-Demand or commitment-based purchase option for cost."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::comparison topic::EC2 topic::Pricing topic::Tenancy"
"clf-c02-2026-09-15-001"	"How do a Regional Reserved Instance and a Zonal Reserved Instance differ?"	"A Regional RI provides a billing discount across a Region but no capacity reservation. A Zonal RI applies in one Availability Zone and reserves matching capacity there."	"Separate the discount from the promise of capacity: only the Zonal RI includes both.<br><strong>Example:</strong> A company expecting steady use anywhere in us-east-1 may choose Regional; one that must launch in us-east-1a may choose Zonal."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::comparison topic::EC2_pricing topic::Reserved_Instances"
"clf-c02-2026-09-15-002"	"Does buying a Regional Reserved Instance create or reserve an EC2 instance?"	"No. It is a billing benefit that AWS automatically applies to matching running usage."	"The instance still runs as normal EC2 capacity; the RI changes how eligible usage is billed.<br><strong>Example:</strong> Buying ten Regional RIs does not launch ten servers."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::recall topic::EC2_pricing topic::Reserved_Instances"
"clf-c02-2026-09-15-003"	"A workload must be able to launch in one specific Availability Zone during a capacity shortage. Which option directly reserves that capacity?"	"A Zonal Reserved Instance or an On-Demand Capacity Reservation."	"Both reserve matching EC2 capacity in a particular Availability Zone; a Regional RI does not.<br><strong>Example:</strong> A disaster-recovery server must be guaranteed space in us-west-2b."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::scenario topic::EC2_pricing topic::Capacity"
"clf-c02-2026-09-15-004"	"What happens financially when an On-Demand Capacity Reservation is unused?"	"You still pay for the reserved capacity."	"AWS sets that capacity aside for you, so an unused reservation is billed much like an unused running instance.<br><strong>Example:</strong> Reserving capacity for five instances and running only three leaves two billed but unused slots."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::recall topic::EC2_pricing topic::Capacity_Reservations"
"clf-c02-2026-09-15-005"	"When is a Standard RI generally preferable to a Convertible RI?"	"Choose Standard when the workload is predictable and the priority is a larger discount; choose Convertible when future instance needs may change."	"Convertible RIs allow exchanges for different eligible configurations, trading some discount for flexibility.<br><strong>Example:</strong> A stable production server favors Standard; a growing workload that may change families may favor Convertible."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::comparison topic::EC2_pricing topic::Reserved_Instances"
"clf-c02-2026-09-15-006"	"A batch-rendering job can stop and restart without harming the business. Which EC2 purchase option is usually most economical?"	"Spot Instances."	"Spot uses spare EC2 capacity at a steep discount, but AWS can interrupt it. The application must tolerate interruptions.<br><strong>Example:</strong> A renderer checkpoints each frame and resumes on another instance."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::scenario topic::EC2_pricing topic::Spot_Instances"
"clf-c02-2026-09-15-007"	"What is the key difference between Savings Plans and Reserved Instances at exam level?"	"Savings Plans commit to an hourly amount of eligible usage; RIs provide a discount for matching instance attributes and may be Regional or Zonal."	"Both reduce cost for predictable use, but they define the commitment differently.<br><strong>Example:</strong> A Compute Savings Plan can follow eligible compute changes more flexibly than a Standard EC2 RI."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::comparison topic::EC2_pricing topic::Savings_Plans"
"clf-c02-2026-09-15-008"	"What four Savings Plans types does AWS currently document?"	"Compute, EC2 Instance, SageMaker AI, and Database Savings Plans."	"Older study material may list fewer types. The durable idea is that each plan discounts a defined family of eligible usage.<br><strong>Example:</strong> A Database Savings Plan can apply to eligible database usage rather than EC2 compute."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::recall topic::Pricing topic::Savings_Plans"
"clf-c02-2026-09-15-009"	"A company must track physical sockets and cores for server-bound software licenses. Which EC2 tenancy option fits?"	"A Dedicated Host."	"A Dedicated Host gives visibility and control over a physical server. Dedicated Instances isolate hardware but abstract the host details.<br><strong>Example:</strong> A license is valid only for a named physical socket count."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::scenario topic::EC2_tenancy topic::Licensing"
"clf-c02-2026-09-15-010"	"How do Dedicated Instances differ from Dedicated Hosts?"	"Both isolate hardware to one customer, but Dedicated Hosts expose and control the physical host; Dedicated Instances do not."	"Dedicated Instances can move between AWS-controlled hosts, while a Dedicated Host is an allocated physical server.<br><strong>Example:</strong> General compliance isolation may use Dedicated Instances; strict host-bound licensing uses a Dedicated Host."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::comparison topic::EC2_tenancy"
"clf-c02-2026-09-15-011"	"What does an IAM policy Condition do?"	"It narrows when a policy statement applies."	"Conditions can require context such as MFA, a source IP, a resource tag, or a time range.<br><strong>Example:</strong> Allow an action only when the request comes through MFA."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::recall topic::IAM topic::Policies"
"clf-c02-2026-09-15-012"	"Do service control policies grant permissions to users or roles?"	"No. SCPs set the maximum permissions available in member accounts; an IAM policy must still grant the action."	"An action must be allowed by the organization boundary and by the relevant identity or resource policy.<br><strong>Example:</strong> An SCP allows S3, but a role with no S3 permission still cannot read a bucket."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::recall topic::Organizations topic::SCPs"
"clf-c02-2026-09-15-013"	"How do CloudTrail, GuardDuty, and Detective work together?"	"CloudTrail records activity, GuardDuty detects suspicious behavior, and Detective helps investigate relationships and timelines."	"They answer different questions: what happened, is it suspicious, and how is it connected?<br><strong>Example:</strong> GuardDuty raises a credential-abuse finding; Detective helps trace the related resources and events."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::comparison topic::Security_monitoring"
"clf-c02-2026-09-15-014"	"What threats do AWS WAF and AWS Shield primarily address?"	"WAF filters malicious web requests; Shield protects against distributed denial-of-service attacks."	"WAF uses web-layer rules such as IP, path, or SQL-injection patterns. Shield focuses on DDoS resilience.<br><strong>Example:</strong> Block a bad HTTP request with WAF; absorb a traffic flood with Shield."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::comparison topic::Security topic::Edge_protection"
"clf-c02-2026-09-15-015"	"What is the primary purpose of AWS KMS?"	"To create and control encryption keys used to protect data."	"KMS integrates with many AWS services and records key usage through CloudTrail.<br><strong>Example:</strong> An S3 bucket can use a KMS key for server-side encryption."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::recall topic::Encryption"
"clf-c02-2026-09-15-016"	"Employees need one workforce sign-in for several AWS accounts. Which service should be evaluated?"	"AWS IAM Identity Center."	"It centrally assigns workforce access to AWS accounts and supported applications.<br><strong>Example:</strong> A developer signs in once and selects the development or production account."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_9_—_EC2_Pricing_&_Security type::scenario topic::Identity topic::Multi-account"
"clf-c02-2026-09-15-017"	"What does a container package?"	"An application together with the libraries and dependencies it needs to run consistently."	"Containers make the application portable across environments that support the container runtime.<br><strong>Example:</strong> The same image can run on a laptop and later as an ECS task."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::recall topic::Containers"
"clf-c02-2026-09-15-018"	"What is a Kubernetes Pod?"	"The smallest deployable Kubernetes unit, containing one or more closely related containers."	"Containers in a Pod share networking and can share storage; the exam does not require Dockerfile syntax.<br><strong>Example:</strong> A web container and a tightly coupled logging sidecar can share one Pod."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::recall topic::Containers topic::Kubernetes"
"clf-c02-2026-09-15-019"	"When should you choose Amazon ECS instead of Amazon EKS?"	"Choose ECS for AWS-native container orchestration; choose EKS when the workload or team specifically needs Kubernetes compatibility."	"ECS and EKS both schedule containers, but EKS exposes the Kubernetes ecosystem and APIs.<br><strong>Example:</strong> A team already using Kubernetes manifests may prefer EKS; an AWS-only team may prefer ECS simplicity."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::comparison topic::Containers topic::Orchestration"
"clf-c02-2026-09-15-020"	"What does AWS Fargate remove from container operations?"	"The need to provision and manage the underlying servers."	"Fargate provides serverless compute capacity for ECS or EKS; you still define and operate the containers.<br><strong>Example:</strong> An ECS task runs without the team creating an EC2 cluster."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::recall topic::Containers topic::Serverless"
"clf-c02-2026-09-15-021"	"What is stored in Amazon ECR?"	"Container images."	"ECR is a managed image registry. ECS or EKS can pull images from it to run containers.<br><strong>Example:</strong> A CI pipeline pushes version 2.1 of an application image to ECR."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::recall topic::Containers topic::Registry"
"clf-c02-2026-09-15-022"	"How do Elastic Beanstalk and Lightsail differ?"	"Elastic Beanstalk manages application deployment on configurable AWS resources; Lightsail provides simplified, predictable bundles for small workloads."	"Beanstalk offers more access to underlying AWS services, while Lightsail reduces choices and setup.<br><strong>Example:</strong> A small brochure site may use Lightsail; a web app needing autoscaling policies may use Beanstalk."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::comparison topic::Application_deployment"
"clf-c02-2026-09-15-023"	"How do AWS Amplify and Elastic Beanstalk differ?"	"Amplify focuses on web/mobile frontend development and hosting; Beanstalk deploys general web applications on managed AWS infrastructure."	"The service choice follows the developer experience and application type.<br><strong>Example:</strong> A React frontend with managed hosting fits Amplify; a Java web service may fit Beanstalk."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::comparison topic::Application_deployment"
"clf-c02-2026-09-15-024"	"A distributed application is slow, and the team needs to see which service call causes the delay. Which service helps?"	"AWS X-Ray."	"X-Ray traces a request as it moves through application components and shows latency and errors.<br><strong>Example:</strong> A checkout request spends two seconds in one downstream API."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::scenario topic::Observability topic::Tracing"
"clf-c02-2026-09-15-025"	"What is the difference between an IAM user and an AWS member account?"	"An IAM user is an identity inside one AWS account; a member account is an independent AWS account governed through Organizations."	"Member accounts have separate resources and security boundaries. IAM users share their account context.<br><strong>Example:</strong> Creating an IAM user named dev does not create a development AWS account."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::comparison topic::Organizations topic::IAM"
"clf-c02-2026-09-15-026"	"What is an organizational unit in AWS Organizations?"	"A logical group of AWS accounts used to organize and apply governance."	"OUs can be nested and can receive policies such as SCPs.<br><strong>Example:</strong> Production accounts can be grouped under a Production OU."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::recall topic::Organizations topic::OUs"
"clf-c02-2026-09-15-027"	"Where should ordinary production workloads run in an AWS Organization?"	"In member accounts, not the management account."	"Keeping the management account focused on billing and organization administration reduces risk and follows AWS best practice.<br><strong>Example:</strong> The ecommerce application runs in a Production member account."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::scenario topic::Organizations topic::Best_practices"
"clf-c02-2026-09-15-028"	"How do AWS Organizations and AWS Control Tower differ?"	"Organizations provides the multi-account hierarchy and policies; Control Tower builds an opinionated governed landing zone on top of it."	"Control Tower combines Organizations with account provisioning, controls, and centralized governance.<br><strong>Example:</strong> Use Organizations for the account structure; add Control Tower for standardized account setup and ongoing governance."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::comparison topic::Governance topic::Multi-account"
"clf-c02-2026-09-15-029"	"What is a landing zone in AWS Control Tower?"	"A ready-to-use, governed multi-account environment."	"It establishes foundational accounts, organizational structure, logging, and controls.<br><strong>Example:</strong> A company starts with separate audit, log archive, and workload accounts."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::recall topic::Governance topic::Control_Tower"
"clf-c02-2026-09-15-030"	"What does Account Factory do in AWS Control Tower?"	"It provisions standardized AWS accounts using approved configurations."	"This makes new accounts repeatable instead of manually rebuilding governance each time.<br><strong>Example:</strong> A team requests a sandbox account with the company network baseline."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::recall topic::Governance topic::Control_Tower"
"clf-c02-2026-09-15-031"	"What are preventive, detective, and proactive Control Tower controls?"	"Preventive controls block disallowed actions; detective controls report noncompliance; proactive controls check resources before deployment."	"AWS now uses the term controls; guardrail is an older synonym.<br><strong>Example:</strong> Denying public S3 settings is preventive; flagging drift is detective; rejecting a bad template before creation is proactive."	"CLF-C02 Security and Compliance day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::comparison topic::Governance topic::Controls"
"clf-c02-2026-09-15-032"	"How do CloudWatch, CloudTrail, and AWS Config differ?"	"CloudWatch monitors behavior, CloudTrail records API activity, and Config tracks resource configuration and compliance."	"They answer how it runs, who changed it, and what configuration exists over time.<br><strong>Example:</strong> An alarm fires in CloudWatch; CloudTrail names the caller; Config shows the security group before and after."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_10_—_Containers_&_Multi-Account_Governance type::comparison topic::Observability topic::Audit"
"clf-c02-2026-09-15-033"	"What are AWS resource tags?"	"Key-value labels attached to resources for organization, cost allocation, automation, and access control."	"Tags are flexible metadata, not relational rows with joins and constraints.<br><strong>Example:</strong> Tag an EC2 instance Environment=Production and CostCenter=42."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::recall topic::Tagging"
"clf-c02-2026-09-15-034"	"What is the purpose of AWS Resource Groups?"	"To create a logical view of related resources selected by tags or queries."	"A group helps operate resources together even when they are different service types.<br><strong>Example:</strong> Show all resources tagged Application=Payments in one group."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::recall topic::Tagging topic::Resource_organization"
"clf-c02-2026-09-15-035"	"How do the AWS CAF and Well-Architected Framework differ?"	"CAF guides organization-wide cloud transformation; Well-Architected evaluates how a workload is designed and operated."	"CAF is about adoption across people, governance, business, platform, security, and operations. Well-Architected uses six workload pillars.<br><strong>Example:</strong> Executives plan a migration program with CAF; architects review a payment workload with Well-Architected."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::comparison topic::Cloud_adoption topic::Architecture"
"clf-c02-2026-09-15-036"	"How do EC2 key pairs, IAM access keys, and resource tags differ?"	"EC2 key pairs authenticate operating-system login, IAM access keys sign AWS API requests, and tags label resources."	"They solve three unrelated problems: machine login, programmatic AWS identity, and organization.<br><strong>Example:</strong> SSH uses a private key; a CLI uses an access key; Cost Explorer can group by tag."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::comparison topic::Identity topic::Tagging"
"clf-c02-2026-09-15-037"	"A company needs a cloud contact center for customer calls and chat. Which service fits?"	"Amazon Connect."	"Connect provides contact-center capabilities such as routing, queues, and agent experiences.<br><strong>Example:</strong> Customers call a support number and are routed to available agents."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::scenario topic::Business_applications"
"clf-c02-2026-09-15-038"	"Employees need centrally managed virtual Windows desktops. Which service fits?"	"Amazon WorkSpaces."	"WorkSpaces delivers managed virtual desktops without the company operating a traditional VDI platform.<br><strong>Example:</strong> A contractor opens a secure corporate desktop from a personal laptop."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::scenario topic::End-user_computing"
"clf-c02-2026-09-15-039"	"An application must send high-volume transactional email such as receipts. Which service fits?"	"Amazon Simple Email Service (SES)."	"SES is designed for scalable application email sending and receiving.<br><strong>Example:</strong> An online store emails an order confirmation after checkout."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::scenario topic::Messaging topic::Email"
"clf-c02-2026-09-15-040"	"Business users need interactive dashboards over company data. Which AWS service fits?"	"Amazon QuickSight."	"QuickSight is AWS managed business-intelligence and visualization service.<br><strong>Example:</strong> A finance dashboard displays monthly revenue by region."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::scenario topic::Analytics topic::Business_intelligence"
"clf-c02-2026-09-15-041"	"How do CloudFormation and AWS CDK relate?"	"CloudFormation deploys declarative infrastructure templates; CDK lets you define infrastructure in code and synthesizes a CloudFormation template."	"CDK changes how the template is authored, while CloudFormation remains the deployment engine.<br><strong>Example:</strong> A TypeScript CDK stack becomes a CloudFormation template before deployment."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::comparison topic::Infrastructure_as_code"
"clf-c02-2026-09-15-042"	"How do Elastic Beanstalk and App Runner differ?"	"Beanstalk offers managed deployment with more access to underlying AWS resources; App Runner provides a simpler path from source or container image to a managed web service."	"Both reduce operational work, but App Runner hides more infrastructure choices.<br><strong>Example:</strong> A containerized HTTP API with minimal operations fits App Runner."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::comparison topic::Application_deployment"
"clf-c02-2026-09-15-043"	"What is the difference between AWS Marketplace and AWS Architecture Center?"	"Marketplace offers third-party software and services to acquire and deploy; Architecture Center provides patterns, reference architectures, and guidance."	"One is a catalog of offerings; the other is a learning and design resource.<br><strong>Example:</strong> Buy a firewall appliance in Marketplace; study a three-tier reference architecture in Architecture Center."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::comparison topic::AWS_resources"
"clf-c02-2026-09-15-044"	"What does AWS License Manager help control?"	"Software license usage across AWS and on-premises environments."	"It can track license rules such as cores, sockets, or instances to reduce compliance risk.<br><strong>Example:</strong> Prevent launching more licensed database servers than the contract permits."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::recall topic::Governance topic::Licensing"
"clf-c02-2026-09-15-045"	"An analyst wants to run SQL directly over CSV and Parquet files in Amazon S3 without managing servers. Which service fits?"	"Amazon Athena."	"Athena is a serverless interactive query service for data in S3.<br><strong>Example:</strong> Run a SQL query over one year of access logs stored in S3."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::scenario topic::Analytics"
"clf-c02-2026-09-15-046"	"When would you choose DynamoDB, DocumentDB, Keyspaces, or Redshift?"	"DynamoDB for serverless key-value/document access, DocumentDB for MongoDB-compatible documents, Keyspaces for Cassandra-compatible workloads, and Redshift for analytical warehousing."	"The exam usually provides a data model or compatibility clue.<br><strong>Example:</strong> A Cassandra migration points to Keyspaces; a BI warehouse points to Redshift."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::comparison topic::Databases"
